=====================
  Detection Session  
=====================
Name:		Mohamed Nour El-Din
Source:		Session_2014_05_03_82409/[T][2014-05-03 23-07-53] Mohamed Nour El-Din.csv
Date:		2014-05-03 23:20:06
Trials:		10
PreTime:	3
RecTime:	4
PostTime:	4
Classifier:	LEASTSQUARES
AvgDetectTime:	0.148378562927
Triggers:	3536, 5060, 6582, 8105, 9627, 11150, 12673, 14195, 15718, 17240
Directions:	2, 2, 2, 2, 2, 2, 1, 2, 2, 1
ClassesTypes:	1, 2, 1, 2, 2, 2, 1, 1, 2, 1
ClassesNames:	RIGHT, LEFT

RawData:
Count,	F3,	FC5,	AF3,	F7,	T7,	P7,	O1,	O2,	P8,	T8,	F8,	AF4,	FC6,	F4,	Q_F3,	Q_FC5,	Q_AF3,	Q_F7,	Q_T7,	Q_P7,	Q_O1,	Q_O2,	Q_P8,	Q_T8,	Q_F8,	Q_AF4,	Q_FC6,	Q_F4,	GyroX,	GyroY
57,	8377,	7840,	8870,	8314,	7530,	8303,	7843,	8588,	8183,	8248,	8234,	8407,	8271,	8078,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	1643,	1659
58,	8363,	7837,	8857,	8309,	7491,	8313,	7839,	8580,	8184,	8249,	8232,	8389,	8258,	8075,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	1643,	1660
59,	8379,	7841,	8875,	8310,	7526,	8324,	7849,	8606,	8200,	8270,	8242,	8404,	8279,	8090,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.65,	11.70,	13.47,	0.00,	1644,	1659
60,	8411,	7854,	8881,	8309,	7521,	8319,	7867,	8623,	8205,	8272,	8237,	8418,	8285,	8102,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.65,	11.70,	13.47,	0.00,	1642,	1659
61,	8379,	7850,	8871,	8320,	7491,	8320,	7871,	8600,	8217,	8261,	8240,	8407,	8290,	8107,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.65,	11.70,	13.47,	0.00,	1643,	1660
62,	8399,	7848,	8892,	8326,	7547,	8333,	7879,	8617,	8232,	8289,	8273,	8430,	8318,	8130,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.65,	11.70,	13.47,	0.00,	1641,	1662
63,	8418,	7856,	8909,	8325,	7524,	8335,	7889,	8636,	8242,	8318,	8288,	8427,	8322,	8140,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.65,	11.70,	13.47,	0.00,	1642,	1662
64,	8413,	7880,	8911,	8341,	7534,	8344,	7905,	8626,	8254,	8309,	8279,	8414,	8310,	8135,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.65,	11.70,	13.47,	0.00,	1640,	1663
65,	8445,	7902,	8924,	8360,	7558,	8365,	7928,	8639,	8262,	8307,	8287,	8434,	8336,	8157,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.65,	11.70,	13.47,	0.00,	1640,	1664
66,	8431,	7889,	8923,	8358,	7533,	8357,	7920,	8655,	8266,	8338,	8297,	8427,	8356,	8169,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.65,	11.70,	13.47,	0.00,	1640,	1664
67,	8442,	7888,	8930,	8361,	7559,	8342,	7893,	8644,	8266,	8349,	8285,	8423,	8327,	8154,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.65,	11.70,	13.47,	14.55,	1639,	1664
68,	8471,	7903,	8947,	8378,	7523,	8367,	7920,	8635,	8273,	8334,	8289,	8434,	8322,	8154,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.65,	11.70,	13.47,	14.55,	1638,	1665
69,	8455,	7897,	8948,	8380,	7533,	8386,	7961,	8656,	8277,	8335,	8313,	8433,	8357,	8173,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.65,	11.70,	13.47,	14.55,	1639,	1664
70,	8462,	7887,	8945,	8363,	7577,	8373,	7933,	8665,	8270,	8335,	8309,	8427,	8359,	8170,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.65,	11.70,	13.47,	14.55,	1637,	1665
71,	8451,	7870,	8945,	8362,	7535,	8368,	7905,	8641,	8279,	8329,	8300,	8419,	8348,	8165,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.65,	11.70,	13.47,	14.55,	1639,	1667
72,	8470,	7861,	8969,	8379,	7562,	8379,	7951,	8667,	8294,	8347,	8318,	8446,	8373,	8192,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.65,	11.70,	13.47,	14.55,	1637,	1665
73,	8493,	7861,	8984,	8375,	7560,	8379,	7963,	8698,	8292,	8370,	8327,	8455,	8387,	8204,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.65,	11.70,	13.47,	14.55,	1636,	1667
74,	8448,	7858,	8956,	8348,	7550,	8371,	7921,	8650,	8269,	8353,	8304,	8417,	8361,	8172,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.65,	11.70,	13.47,	14.55,	1636,	1666
75,	8446,	7875,	8926,	8339,	7577,	8368,	7922,	8613,	8256,	8318,	8275,	8397,	8337,	8143,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.65,	11.70,	13.47,	14.55,	1634,	1667
76,	8457,	7903,	8930,	8363,	7544,	8375,	7949,	8631,	8268,	8315,	8274,	8389,	8339,	8146,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.65,	11.70,	13.47,	14.55,	1635,	1666
77,	8474,	7935,	8964,	8382,	7588,	8385,	7962,	8654,	8276,	8336,	8287,	8402,	8351,	8164,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.68,	11.70,	13.47,	14.55,	1635,	1665
78,	8483,	7950,	8967,	8360,	7592,	8383,	7955,	8642,	8269,	8335,	8284,	8409,	8349,	8167,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.68,	11.70,	13.47,	14.55,	1636,	1664
79,	8439,	7931,	8931,	8331,	7545,	8372,	7930,	8627,	8274,	8315,	8282,	8386,	8342,	8161,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.68,	11.70,	13.47,	14.55,	1635,	1665
80,	8447,	7920,	8919,	8322,	7582,	8354,	7913,	8627,	8270,	8310,	8278,	8378,	8329,	8154,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.68,	11.70,	13.47,	14.55,	1637,	1665
81,	8442,	7918,	8908,	8293,	7568,	8327,	7895,	8590,	8236,	8289,	8249,	8360,	8307,	8131,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.68,	11.70,	13.47,	14.56,	1637,	1664
82,	8430,	7942,	8906,	8282,	7573,	8324,	7895,	8583,	8226,	8277,	8250,	8363,	8311,	8131,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.68,	11.70,	13.47,	14.56,	1638,	1664
83,	8479,	7985,	8942,	8317,	7574,	8356,	7930,	8644,	8269,	8327,	8303,	8405,	8351,	8175,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.68,	11.70,	13.47,	14.56,	1638,	1662
84,	8482,	7994,	8967,	8333,	7554,	8378,	7953,	8679,	8295,	8374,	8341,	8429,	8390,	8215,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.68,	11.70,	13.47,	14.56,	1638,	1662
85,	8484,	7991,	8958,	8317,	7605,	8375,	7944,	8669,	8275,	8367,	8333,	8437,	8396,	8212,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.68,	11.70,	13.47,	14.52,	1639,	1660
86,	8479,	7975,	8937,	8307,	7577,	8371,	7933,	8638,	8257,	8346,	8306,	8421,	8359,	8184,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.65,	11.70,	13.47,	14.52,	1638,	1660
87,	8464,	7968,	8943,	8319,	7575,	8375,	7961,	8633,	8267,	8345,	8294,	8425,	8341,	8180,	12.10,	11.50,	14.16,	0.84,	9.01,	1.14,	1.91,	10.50,	5.26,	10.65,	14.65,	11.69,	13.47,	14.52,	1639,	1659
